"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
391ca174,,80,
b86e62d2,,94,
b8986c50,welcome,7,34.010
398a653a,explore,157,99.959
b8837647,index,40,25.178
38a8053a,welcome,73,34.913
b818a1d2,explore,54,67.858
37ac3bea,,25,
b90eaa9e,explore,372,100.034
393dfc60,query,43,381.067
b93a2185,explore,25,104.433
3786d738,welcome,65,22.962
b90d573c,index,15,51.188
38ec0790,welcome,73,37.201
381057b5,explore,208,60.286
38e60b8d,query,70,396.021
38b245f2,welcome,58,26.328
36955bd2,query,22,431.578
38d55191,query,118,293.594
36955bd2,query,76,449.497
b8e12e6e,explore,113,44.825
3807084e,,61,
38ac9e6f,explore,32,134.695
387598a7,query,17,512.053
b8a5da63,index,4,49.503
3958d084,welcome,7,40.018
b88631a8,query,45,445.170
38c76558,query,396,328.553
38a8053a,,10,
b8c9bf27,welcome,8,23.471
38563a7f,welcome,47,43.770
b93becd3,welcome,24,32.004
382e7d35,explore,267,134.843
b956c43b,,10,
b8bbc92e,index,44,47.321
b8c4aed5,explore,133,97.652
387598a7,explore,60,128.795
b8b7f4ed,query,17,308.104
b8877362,query,98,389.034
38563a7f,welcome,18,39.690
38b947b1,explore,115,148.498
b8cfe070,query,43,324.931
b911a261,index,24,38.559
b8a5d080,,12,
b8986c50,explore,500,61.876
39083bce,query,120,372.027
38f26f07,explore,96,89.937
37fc47bb,welcome,41,22.088
384bd788,index,8,52.469
39210a9f,query,79,407.650
3886df93,explore,35,154.406
b916f5ba,welcome,155,23.402
b911a261,query,161,406.605
b85d4e3f,index,30,45.146
3898c996,welcome,17,25.973
3815097f,explore,30,87.569
38697116,index,5,58.933
38ef1e28,explore,78,92.999
b7ab0e84,explore,26,114.788
3905a421,index,49,63.624
39248759,query,27,378.487
38ca5ce9,explore,76,95.912
39044f87,explore,78,103.393
391aba67,explore,272,154.452
b8f4d4c6,query,119,390.771
390bfc6f,query,110,420.456
39210a9f,,49,
b7096a1b,query,139,513.990
b90dcc0e,query,48,345.803
3958d084,query,31,372.381
b90bbb27,index,38,14.662
382e7d35,query,17,436.252
b94ebcb4,welcome,7,30.798
b883ec2a,query,126,372.456
b98bba62,welcome,78,29.212
38965f23,query,17,327.638
38965f23,explore,181,108.109
38841a01,,55,
b7d8daa1,explore,54,65.740
38b0092b,query,67,435.375
b912f9b2,query,26,484.649
b8a3e272,explore,46,88.786
389f1851,explore,155,99.689
b89767e9,query,17,313.539
b84b1ec3,explore,160,36.971
b8aeaf23,query,17,309.261
b84b1ec3,query,77,411.930
b8817b4a,query,44,356.814
39065b99,welcome,23,21.589
b8a5da63,,94,
b806dd03,welcome,25,38.344
b7c0e8b3,welcome,18,29.333
38e1bb0f,index,18,46.540
b8a7b3e1,query,78,359.035
3711ba7f,,10,
b959f35a,explore,53,189.738
37e48182,query,17,289.924
b787821d,,18,
b62ec66f,welcome,13,23.137
37c1f52a,welcome,7,24.472
b887e1af,explore,64,121.434
38257669,query,91,373.310
39210a9f,query,39,479.750
b9033768,query,50,507.769
38bad002,query,17,340.078
b806dd03,explore,35,78.549
3830dba8,explore,42,92.717
b84d68fe,,68,
b6032e7d,welcome,149,25.061
394d0a93,query,42,404.832
38e8f839,query,18,296.776
b8c4aed5,explore,28,68.201
38e1bb0f,,100,
b8425e7c,index,30,54.014
b8382c2e,welcome,16,32.211
38965f23,explore,146,107.134
395f2209,index,7,28.382
b93a2185,query,123,409.038
390d47b7,welcome,11,34.906
b90b6149,query,42,379.634
38ef1e28,explore,52,120.513
38c76558,explore,86,114.564
b62ec66f,explore,166,114.656
b8817b4a,query,140,299.143
b93cb6bd,query,111,371.869
b8f78219,,62,
38d3372b,welcome,20,51.434
381e19e6,explore,67,159.292
393dfc60,query,114,483.639
388dafc8,explore,49,168.753
b829157d,explore,47,150.796
b829157d,query,29,331.895
b911a261,welcome,35,32.059
b8ca5cd7,,30,
b7f3e9fd,welcome,40,39.372
b841c8dc,query,31,387.910
b8aeaf23,explore,22,35.373
b80eb039,explore,158,68.715
389f1851,explore,22,72.540
b9599a64,explore,67,68.271
b8c4aed5,explore,32,83.887
b8ef90e3,query,70,402.429
39491dc0,query,17,441.221
37c357dc,welcome,80,25.676
38cd9330,query,90,416.642
37b3e1af,,40,
b912f9b2,welcome,24,24.212
b91dcf06,explore,86,91.324
b7f3e9fd,explore,22,138.848
b99795ae,explore,281,95.702
37f13d8f,explore,22,46.576
b943b405,explore,134,117.671
39083bce,welcome,10,27.380
b8e809a5,explore,212,138.697
b98bba62,explore,77,83.562
b726a7b0,query,17,389.727
395f2209,welcome,7,31.947
38e0d141,,27,
39248759,explore,22,138.948
37625f95,query,17,404.651
b92cf46d,index,14,42.083
b8b1e3af,explore,114,98.102
37d549f5,explore,144,171.662
b9599a64,explore,33,149.273
38dfa65c,query,47,291.556
37b33c75,explore,83,137.369
384ca519,,59,
b956c43b,explore,319,89.292
b8b7f4ed,welcome,33,41.603
b8e095e6,index,5,71.691
38ca5ce9,welcome,7,35.941
36df5f4d,query,57,361.765
38e8133d,explore,29,51.369
b8a1cb67,,22,
b823c5dd,welcome,23,37.302
3900f216,explore,140,64.130
b956c43b,explore,220,88.454
b7b8836b,welcome,7,35.248
38e1bb0f,query,23,334.770
38b75cdf,explore,22,57.646
378f49a4,welcome,19,38.362
b878fc6f,query,32,428.966
b5a47725,query,89,292.899
b99795ae,welcome,7,39.110
3935a21e,index,55,59.286
3846924d,explore,43,64.901
38932b0c,welcome,26,24.363
37d549f5,query,29,462.609
37ac3bea,query,17,344.096
38c373ed,welcome,76,25.795
b875edba,query,117,452.709
3884e874,query,17,389.832
b8cfe070,explore,357,51.402
b94586d6,explore,179,122.025
38b0092b,welcome,18,41.322
38c373ed,query,40,458.282
39769f6a,explore,251,162.333
b8041265,explore,247,123.832
359b733f,welcome,69,14.850
363a51ea,explore,22,161.217
387598a7,explore,201,65.474
3909104a,,10,
b7e37343,explore,103,61.551
38aa9764,query,92,276.166
38f6f67d,explore,54,199.910
b93cb6bd,query,31,323.110
b8808ae4,query,559,260.069
b7f001d1,explore,40,96.803
b8817b4a,index,42,80.964
3909104a,explore,145,90.499
388dafc8,explore,22,170.254
b806dd03,query,17,329.942
b89c9a7d,query,28,481.663
b5b3a0cd,welcome,12,37.684
b8419b59,query,20,260.452
38e6b63d,query,303,347.454
b5a1784c,explore,38,75.322
b9329f10,welcome,21,30.550
b988c693,welcome,59,29.455
390b2f2f,,112,
38dfa65c,query,150,296.995
390bfc6f,explore,24,134.131
b8a687ac,query,61,330.136
b988c693,query,77,322.543
b81ef401,welcome,7,32.065
b8fa8577,query,81,359.662
3815097f,explore,108,132.463
b8856ddc,welcome,7,18.377
391aba67,explore,40,87.133
b8817b4a,index,4,52.092
374c2ca8,explore,118,105.039
b94ebcb4,query,18,367.185
38f6f67d,explore,208,39.595
b9001574,welcome,7,16.659
3871c9ff,welcome,67,32.499
38b94579,query,27,329.136
b7e37343,welcome,7,41.298
37ac3bea,query,47,378.990
38e0d141,explore,29,108.551
b9649b34,index,10,63.943
b5a47725,explore,210,65.333
b90d7af7,query,115,392.980
b84d68fe,welcome,15,31.834
38cd9330,welcome,12,25.242
378f49a4,query,25,465.591
391aba67,query,66,384.864
38f26f07,welcome,21,27.949
38aa9764,explore,22,88.168
38f48a17,query,163,316.321
b8837647,welcome,7,15.903
37f8dca3,explore,88,139.136
b8c8a3e0,query,119,505.790
38caddaf,welcome,66,20.907
b8c6bc84,welcome,7,25.490
38886257,welcome,37,18.636
b8f4d4c6,query,72,343.798
39413b27,explore,99,120.318
38abd294,welcome,80,33.197
393d4bde,explore,501,55.225
b897ffb8,explore,124,111.500
b78fbcf0,welcome,7,27.544
b818a1d2,welcome,32,30.020
3828a5b7,query,148,331.569
b843e013,,30,
b867dc5a,query,296,390.743
37116eb3,explore,107,137.031
b86e62d2,,51,
37b3e1af,welcome,59,39.609
b8a2a70e,query,46,343.873
37f8075c,welcome,12,18.480
b841c8dc,explore,249,84.811
38cd9330,welcome,32,41.143
38db6d7a,explore,81,112.395
37f13d8f,explore,42,187.562
36900b7e,query,147,400.727
3900f216,welcome,25,40.683
b7f3e9fd,query,17,339.213
b94ebcb4,index,4,33.992
b8169bb5,welcome,11,22.659
3715e55a,explore,22,142.550
390bfc6f,welcome,7,26.049
b85e23f1,welcome,108,28.531
b90bbb27,explore,37,100.882
37d1fe69,query,180,472.915
b8a7b3e1,explore,22,141.277
b85e23f1,welcome,7,39.140
b929d638,welcome,7,26.761
38caddaf,query,469,406.269
b82f3b00,welcome,20,22.149
b917e5cd,welcome,29,29.435
b9810c54,index,15,59.521
b5b3a0cd,,13,
b8169bb5,query,78,437.398
3846924d,query,234,304.286
3875bcff,welcome,18,8.566
b914fb40,explore,63,99.542
398ebab9,query,67,378.360
36900b7e,welcome,27,36.084
38cd9330,welcome,33,39.905
b911a261,query,99,359.462
37c2ec4e,explore,97,108.767
b94586d6,welcome,8,28.973
b8425e7c,query,65,379.544
37d0b1aa,explore,24,149.686
38a6eb8d,explore,296,81.528
b5b3a0cd,query,21,402.132
38362dc7,query,111,395.819
3887c4bf,explore,213,146.521
38916f1a,explore,35,134.453
38abd294,query,43,298.832
38c76558,query,111,341.864
342ebe5e,welcome,47,25.440
378f49a4,query,51,408.135
38a6eb8d,index,4,25.935
37b77952,explore,22,116.681
b8986c50,,36,
38d5f87c,welcome,18,27.433
b8e95904,explore,62,52.610
395f2209,query,142,307.539
b9342036,query,17,468.946
39065b99,index,16,73.752
38b8786a,explore,22,132.483
b90d573c,explore,49,93.076
3711ba7f,welcome,11,35.868
393d4bde,query,23,362.506
b7ab3227,welcome,83,15.595
b7d8daa1,query,37,430.831
390dff6a,index,5,23.825
38bad002,query,324,247.412
b8a9be6c,welcome,38,21.348
37ff412a,query,100,320.889
b8aa3018,welcome,9,27.727
b916f5ba,query,106,388.712
b93990cd,welcome,7,38.770
38505b86,welcome,20,23.039
38b75cdf,query,80,431.303
b7d8daa1,index,4,79.103
3807084e,query,255,342.392
b8e2116b,query,17,429.609
b8b84ca8,query,83,220.764
38563a7f,explore,73,70.554
3910d2e4,query,200,350.179
37c357dc,index,4,42.414
388853bd,query,148,301.801
358c9a0c,welcome,8,32.033
38aa9764,explore,30,109.442
b7e37343,query,50,355.570
b92cf46d,explore,50,190.454
b878fc6f,query,24,347.307
b943b405,query,92,299.530
b841c8dc,query,190,369.609
37d8bdb5,explore,35,45.145
b878fc6f,explore,31,77.421
38edceae,query,52,443.784
37b9d3d1,query,17,398.444
384246ca,index,43,53.926
38973351,welcome,7,24.767
38011cf5,query,182,293.833
b726a7b0,query,17,377.991
38156a17,explore,62,198.198
b7f72be4,explore,22,153.422
38f6f67d,explore,43,119.239
3786d738,query,112,394.625
b8793ac8,welcome,7,34.286
b99795ae,explore,22,142.566
b871bf8d,query,255,404.519
b8ca5cd7,query,103,368.467
37b718a2,explore,285,75.533
393d4bde,query,160,348.641
b8169bb5,welcome,7,39.716
37c2ec4e,query,150,392.145
b93cb6bd,,19,
b907939e,query,17,471.541
39210a9f,explore,55,135.268
39769f6a,explore,146,160.285
38f26f07,query,22,403.692
37b33c75,query,188,352.694
b78fbcf0,welcome,9,38.724
b79aa74c,query,77,421.063
38e4b42d,explore,45,103.434
38886257,index,14,32.012
358c9a0c,welcome,15,28.502
b84aefa1,explore,43,73.772
37b718a2,explore,231,68.403
b99795ae,query,142,387.573
b892068e,query,17,439.219
37f7179a,explore,315,144.833
b5a1784c,query,64,324.051
b96586a1,explore,22,72.236
3846924d,explore,22,102.446
38c25a91,explore,22,140.721
b829157d,welcome,12,26.660
b7e37343,welcome,28,31.196
b7096a1b,,11,
b6101a3d,explore,82,144.118
b926e20c,,169,
b89767e9,welcome,7,36.527
37d722c7,explore,22,133.288
b8e809a5,explore,157,88.379
388ec167,query,61,270.006
b8653385,query,46,440.253
38edceae,explore,22,108.148
b84b1ec3,query,22,471.061
b98ebec4,query,57,481.519
b8e095e6,welcome,16,25.776
3925ba95,welcome,16,29.683
b9441603,query,110,408.954
b916f5ba,explore,22,101.023
36df5f4d,query,52,334.426
b8837647,index,14,40.161
b80eb039,query,17,433.191
38563a7f,query,155,358.340
b8419b59,query,46,397.501
b94586d6,query,80,362.790
b90615ce,explore,127,54.828
38cc2669,explore,139,95.691
b89e1d64,query,32,435.486
b91f1cf5,explore,253,131.437
38e6b63d,query,103,400.982
b90998fb,index,4,81.903
3831c504,explore,92,122.160
363a51ea,query,75,447.901
393d4bde,query,97,482.640
b87c1d9b,explore,78,155.950
b78fbcf0,explore,71,127.089
3872fffb,welcome,34,27.712
b9649b34,query,17,441.286
35c181e1,welcome,22,30.276
38a8053a,welcome,12,31.270
36955bd2,welcome,7,28.497
382e7d35,query,84,440.231
3925ba95,explore,313,78.055
38e1271f,explore,131,112.340
38e6b63d,index,7,33.697
37b33c75,explore,22,63.680
b8a5da63,explore,156,191.686
b8be6444,index,4,50.941
38916f1a,explore,95,163.970
39248759,,12,
38d5f87c,query,42,389.353
b8a3e272,explore,47,46.239
b84abd42,explore,43,89.864
37c2ec4e,explore,240,109.839
b8a9be6c,index,18,62.984
38b8786a,index,5,35.379
b8b1e3af,explore,94,113.800
398a653a,query,35,334.953
38d230de,explore,54,119.927
3915c65c,explore,180,114.756
b8a5da63,query,18,316.218
37f13d8f,explore,60,87.155
b62ec66f,explore,34,73.886
b8948bbd,explore,76,77.850
381b8f82,index,5,63.249
36e6f771,index,24,62.796
37c1f52a,welcome,24,30.665
b7d5ed7a,index,24,51.590
358c9a0c,,38,
b93990cd,query,19,233.744
b7d8daa1,explore,558,8.559
b894aeb7,explore,73,125.244
3905a421,query,83,355.596
37f13d8f,welcome,34,39.886
b829157d,welcome,47,30.980
b92cf46d,explore,201,77.360
b911a261,index,5,34.741
b85d47a6,explore,47,134.654
394d0a93,welcome,45,29.455
b6032e7d,welcome,14,35.151
b90b6149,explore,41,147.620
b9342036,,32,
b89a2926,explore,73,131.746
b90615ce,explore,59,112.624
b79aa74c,index,22,47.498
38f48a17,query,112,402.260
b905f723,explore,350,0.775
398a653a,explore,40,105.602
38ca5ce9,explore,348,145.570
b9649b34,query,47,354.836
358c9a0c,explore,213,105.369
b88d3fab,explore,245,116.160
b926e20c,query,389,448.399
38e8f839,query,41,409.972
b959f35a,explore,198,67.061
b8cc43ac,query,17,403.222
38dfa65c,index,13,45.379
b5503f5d,explore,76,126.529
39413b27,welcome,13,31.406
b8f78219,,66,
b95144b9,,10,
38156a17,query,82,406.956
38b75cdf,explore,30,89.566
38d55191,query,75,357.820
b8975ca1,explore,365,106.537
b84d68fe,explore,28,85.960
358c9a0c,index,17,46.127
b829157d,explore,143,126.941
b8a1cb67,explore,22,121.306
3830dba8,welcome,8,28.210
b95144b9,welcome,10,24.060
b93990cd,welcome,12,20.552
398ebab9,query,34,441.975
37f8dca3,query,325,389.044
38a906dd,query,55,458.253
386c9c39,index,6,59.886
37116eb3,query,151,404.002
38114720,welcome,18,33.643
38886257,welcome,49,26.487
b905f723,,221,
38b8786a,,47,
b8b92cf9,explore,36,185.358
b9649b34,,10,
38a906dd,explore,60,124.358
b841c8dc,welcome,26,31.167
b85d47a6,explore,113,147.498
38d3372b,explore,22,94.790
37e48182,query,31,313.348
b9159ef1,query,328,477.920
b887e1af,query,83,422.896
b818fcb7,index,41,46.488
b8d572b8,query,54,364.132
388dafc8,explore,157,113.225
38973351,query,90,356.537
38c1a11e,query,156,379.409
37f7179a,query,106,342.749
b894aeb7,explore,82,132.982
37e48182,query,96,275.870
b87c1d9b,explore,264,65.064
390bfc6f,query,272,304.033
38bad002,welcome,19,26.174
b90dcc0e,welcome,14,15.809
b90d573c,,10,
38bad002,explore,38,124.272
386b32b6,query,62,331.698
38edceae,explore,111,112.230
36900b7e,index,125,37.395
390bfc6f,,18,
b912f9b2,query,17,365.301
b7f001d1,query,50,329.771
38ac9e6f,welcome,112,18.481
3874ae7f,explore,54,108.842
b86d5dbd,index,43,20.139
b8d572b8,welcome,34,36.495
b7e37343,explore,73,63.431
b7681b4d,welcome,36,34.212
39248759,explore,64,110.734
b5a1784c,welcome,42,32.360
b8c4aed5,explore,199,176.529
b9342036,welcome,22,32.045
b84d68fe,welcome,78,31.112
b87c1d9b,welcome,137,33.548
b843e013,welcome,37,32.854
38a7f199,welcome,24,11.655
38f6f67d,query,180,339.714
39946190,index,4,65.088
384246ca,query,245,468.090
b78fbcf0,explore,235,52.070
37e48182,query,60,430.160
b8122da4,query,381,427.085
38916f1a,index,18,45.684
38e60b8d,explore,130,64.619
b818fcb7,index,25,48.218
b8be6444,index,33,66.014
395ee12f,welcome,7,22.292
36954c40,query,17,348.020
b891eb71,explore,92,64.956
38d64a2e,query,322,286.132
37b718a2,explore,22,154.659
38edceae,query,118,480.610
38a8053a,query,17,438.043
b8cfe070,,40,
b912f9b2,index,5,37.491
b85d47a6,index,18,47.737
37ad6b5d,query,49,398.654
38b94579,query,101,414.950
b5503f5d,welcome,7,24.794
b8ca5cd7,explore,66,110.778
b871bf8d,explore,98,24.129
37fc47bb,explore,239,83.253
383cd1a5,query,19,451.525
3871c9ff,query,60,402.498
b8c9bf27,query,242,315.011
b7b8836b,explore,52,74.180
b959f35a,welcome,7,33.874
38932b0c,explore,97,110.115
3846924d,explore,22,154.006
b823c5dd,welcome,78,32.990
38362dc7,explore,60,132.545
b90615ce,index,14,71.719
391a5492,query,51,303.264
378f49a4,query,117,444.604
37b9d3d1,query,38,379.005
b99795ae,index,5,59.655
35fec392,welcome,44,30.183
3807084e,welcome,7,42.656
b8a3e272,query,17,322.674
37b9d3d1,,46,
381057b5,query,75,493.925
38a906dd,query,17,486.902
3950974b,index,26,91.343
b8c4aed5,explore,28,83.420
b7c0defa,index,15,33.605
b5503f5d,welcome,11,26.527
3807084e,query,99,385.420
38ac9e6f,welcome,14,16.817
b8fa8577,explore,497,110.879
b84b1ec3,,85,
38ca5ce9,explore,140,31.197
37c1f52a,,42,
387598a7,explore,159,89.243
37c1f52a,welcome,14,31.446
b80cd3d8,,11,
38f26f07,explore,280,88.551
39210a9f,welcome,7,20.836
b6032e7d,query,199,464.077
3830dba8,explore,64,69.460
388ec167,query,76,323.123
3950974b,explore,125,101.831
b8122da4,welcome,16,34.943
393dfc60,welcome,7,27.998
37874df2,query,40,433.321
b9649b34,query,85,275.953
b8975ca1,welcome,33,27.782
384bd788,explore,23,148.347
395f2209,explore,171,155.442
37869704,welcome,7,40.616
38d55191,explore,62,120.685
b7f27ed9,query,17,349.945
b8948bbd,explore,98,148.135
b7f3e9fd,query,82,415.157
3886df93,index,65,49.837
b829157d,query,147,335.870
38dfa65c,query,17,312.259
38156a17,query,44,425.873
37ad6b5d,welcome,8,34.259
384bd788,welcome,15,30.346
3900f216,welcome,12,19.741
b85e23f1,explore,22,128.062
b89e1d64,explore,22,80.004
38b947b1,welcome,103,31.701
b726a7b0,query,76,351.388
b7112974,query,52,529.124
b8169bb5,welcome,23,20.993
38d5f87c,index,7,42.632
b84abd42,welcome,13,46.284
3887c4bf,query,17,223.377
b94586d6,,29,
b8c8a3e0,,28,
b897ffb8,query,63,368.600
37b33c75,explore,60,49.240
38f57621,welcome,11,27.395
b8a5da63,explore,101,121.655
37625f95,,61,
35fec392,query,157,282.271
38bad002,explore,181,191.445
38563a7f,query,17,342.034
b7112974,query,30,306.040
39491dc0,query,224,339.223
363a51ea,explore,64,83.070
38ef1e28,query,17,432.995
3815097f,query,146,375.749
b907939e,explore,22,34.102
39065b99,query,274,464.433
36900b7e,query,42,468.363
38c79ea2,welcome,7,38.598
3935a21e,welcome,28,23.899
38257ba4,explore,22,86.662
37ad6b5d,explore,43,67.619
b7d8daa1,query,78,431.837
386c9c39,explore,462,98.058
388a2967,query,63,308.773
3815097f,query,17,464.591
387598a7,query,64,403.804
b90b6149,explore,235,79.913
b887e1af,explore,115,154.618
38b75cdf,index,6,72.266
38973351,query,98,268.919
b875edba,query,100,240.506
38ec0790,explore,209,156.865
37f7179a,query,17,570.300
390bfc6f,index,4,73.004
391aba67,,13,
b8382c2e,query,110,436.558
b8a1cb67,explore,64,141.421
38b75cdf,explore,37,96.663
38505b86,explore,22,109.322
37b77952,explore,58,43.238
3871c9ff,,76,
38a7e8b2,query,17,398.035
38b8786a,query,17,390.836
b8653385,explore,22,142.573
b93623f6,welcome,19,33.641
b8793ac8,query,46,340.399
381e19e6,query,35,354.601
37ff412a,welcome,29,26.001
b5a47725,explore,30,105.681
b78fbcf0,,65,
b7d8daa1,,52,
b7481af2,query,232,494.488
38dfa65c,query,143,401.717
37874df2,welcome,49,21.227
3884e874,query,17,418.866
390bfc6f,explore,223,96.160
b8e12e6e,explore,164,140.930
b89c9a7d,explore,156,146.178
381b8f82,query,74,333.869
b8aeaf23,,49,
b7ab0e84,explore,172,119.218
b6101a3d,query,190,346.681
3935a21e,index,22,83.430
b8986c50,,25,
3872fffb,explore,355,62.523
398ebab9,welcome,82,36.677
b91f1cf5,query,17,368.256
38d5f87c,query,38,408.779
38fa725b,explore,33,57.263
38c1a11e,explore,119,147.058
b7481af2,index,4,76.826
b8bc1a7b,query,39,339.523
38edceae,explore,215,101.867
b875edba,explore,100,125.722
382cdde5,index,46,56.310
b9001574,explore,188,124.150
b9691e6e,query,24,422.401
38156a17,query,17,350.081
374c2ca8,query,65,429.673
38f26f07,query,17,240.092
38b245f2,query,23,389.139
b7f3e9fd,query,17,395.390
b8cac1a5,query,23,315.020
b7d66c06,query,113,409.135
38a7e8b2,explore,133,73.135
b871bf8d,index,35,65.498
38932b0c,query,35,419.035
b9810c54,welcome,44,25.351
38a654ac,index,129,65.148
38e6b63d,explore,216,149.217
b8aeaf23,,180,
b8b1e3af,welcome,21,28.693
b90fff3f,welcome,27,35.323
b85d4e3f,welcome,73,18.158
b905f723,explore,129,59.857
37b718a2,welcome,71,36.796
b871bf8d,welcome,64,33.203
3872fffb,query,38,395.287
b5a47725,welcome,42,29.097
38902478,,77,
38156a17,index,20,38.659
b81d2775,query,40,396.509
b843e013,explore,212,91.711
b7481af2,query,87,432.037
38011cf5,query,68,425.687
b8419b59,welcome,21,39.707
3786d738,explore,22,203.117
b8c6bc84,welcome,12,28.829
b90b86fa,query,32,387.488
b7b8836b,explore,50,86.523
38257669,explore,118,136.389
b8a1cb67,index,34,68.265
37b718a2,query,181,367.087
36df5f4d,explore,68,110.683
35af9b86,welcome,68,26.436
b95144b9,query,164,383.330
378f49a4,query,64,471.632
381e19e6,explore,31,89.700
b8a1cb67,query,17,463.994
37874df2,index,27,45.012
b98bba62,explore,105,123.761
b8ca5cd7,query,144,469.168
b8808ae4,query,70,325.747
3958d084,welcome,7,29.675
b8b84ca8,query,42,355.290
3872fffb,explore,22,126.881
38a8053a,query,46,341.917
390b2f2f,explore,162,104.634
b8bb093a,explore,35,77.328
b8793ac8,query,17,376.198
38e3ee0f,query,101,356.837
39248759,index,43,58.210
b9599a64,query,118,402.327
b7681b4d,index,4,59.974
38f57621,index,7,61.442
b82434b6,query,17,324.742
38257ba4,query,23,357.270
b8be6444,query,17,372.239
b93990cd,welcome,14,13.203
b85d47a6,welcome,30,30.204
b80cd3d8,welcome,92,40.249
38563a7f,query,17,513.195
b99795ae,query,40,488.326
390d47b7,query,17,314.208
3884e874,welcome,11,44.223
38f0d551,explore,151,66.647
38d5f87c,welcome,7,32.887
36b84dc0,explore,182,120.036
b9441603,welcome,57,24.819
b8a2a70e,,23,
b8e095e6,query,536,431.925
37116eb3,welcome,43,29.410
358c9a0c,explore,22,126.349
38b75cdf,query,65,298.952
39248759,welcome,11,32.672
b8817b4a,query,143,357.106
38aa9764,welcome,7,28.574
b9329f10,explore,56,142.050
381b8f82,query,17,375.017
3872fffb,,46,
b85d47a6,query,42,421.804
36954c40,query,17,420.748
38f26f07,explore,459,88.721
b8fa8577,query,113,372.734
b8793ac8,explore,22,112.281
390d47b7,welcome,17,29.539
38a7e8b2,query,313,435.665
3925ba95,welcome,7,41.070
b82434b6,explore,252,91.329
b9001574,explore,62,91.773
b8e12e6e,welcome,70,39.990
b78fbcf0,query,263,399.180
363a51ea,welcome,18,28.528
3950974b,query,84,318.844
b8a12480,explore,196,133.566
38257ba4,explore,110,146.369
b8f4d4c6,query,117,451.878
b78d617e,welcome,66,34.587
38d5f87c,index,4,57.246
b85d4e3f,welcome,7,31.873
38e8f839,query,119,305.400
395f2209,explore,195,110.521
b8f78219,query,169,371.282
38db6d7a,welcome,18,29.671
b8837647,explore,23,86.227
36955bd2,,47,
38c76558,query,17,441.526
b892068e,query,247,328.869
b8986c50,explore,36,147.908
b9176de7,index,33,45.878
38b245f2,welcome,7,26.730
394d0a93,explore,152,62.062
b8a5d080,explore,26,69.650
b84594ca,query,91,472.833
b5503f5d,explore,42,93.569
b8419b59,index,54,48.913
3745cf59,explore,95,106.850
39413b27,query,28,371.780
b7d5ed7a,query,155,318.191
384bd788,query,88,470.299
b959f35a,explore,121,86.188
374c2ca8,welcome,30,22.009
b96586a1,welcome,21,14.179
b8d7325b,explore,204,115.596
b85d4e3f,welcome,59,38.981
38886257,explore,30,145.371
394d0a93,index,4,57.521
b7d66c06,welcome,13,23.754
b85d4e3f,welcome,13,21.294
36900b7e,,40,
b8653385,query,17,271.290
388dafc8,query,30,544.652
b84aefa1,explore,122,121.168
381e19e6,welcome,15,37.297
b8ef90e3,explore,48,132.153
b96586a1,query,86,277.171
38e1271f,query,96,454.658
38b75cdf,explore,22,127.287
36900b7e,explore,91,86.735
38973351,welcome,12,34.629
38b94579,welcome,51,27.187
3815097f,query,68,337.626
b9176de7,explore,221,89.208
37f8dca3,query,94,373.739
37116eb3,query,64,488.574
b726a7b0,query,29,368.423
b84abd42,query,150,353.997
b82434b6,explore,22,103.403
b93990cd,welcome,60,28.299
38f0d551,,103,
391a72ed,query,122,423.192
b89767e9,explore,135,40.907
38e6b63d,explore,309,119.800
b8122da4,query,29,369.879
b8aa3018,welcome,18,19.063
3950974b,query,45,369.114
38db6d7a,explore,145,143.968
3950974b,index,31,47.546
3910d2e4,explore,419,136.492
38fa725b,explore,68,91.250
b98bba62,welcome,7,35.284
b8b7f4ed,welcome,24,23.100
b8447d62,welcome,82,26.222
386b32b6,query,30,378.725
38cd9330,query,237,373.889
3872fffb,welcome,45,25.747
b8ef90e3,welcome,38,30.978
38ef1e28,query,51,367.903
b887e1af,index,12,60.891
381e9490,welcome,7,27.952
b89767e9,welcome,8,23.881
3910d2e4,explore,275,113.786
b90b6149,explore,23,172.728
38563a7f,explore,226,31.872
b8856ddc,explore,91,56.282
38e1bb0f,query,67,362.948
39248759,index,29,48.101
39069c3a,explore,98,49.444
b871bf8d,index,26,50.733
b601d89f,index,11,44.052
b7c0e8b3,welcome,128,33.459
3935a21e,explore,22,54.748
3831c504,welcome,8,27.435
37d8bdb5,explore,49,93.777
3830dba8,welcome,36,35.916
b8948bbd,explore,121,96.065
b93990cd,query,142,300.145
39065b99,query,31,391.371
3871c9ff,,27,
3807084e,explore,22,29.219
37bea6f2,query,119,362.049
b7d66c06,explore,54,88.294
b9176de7,,16,
b875edba,query,17,388.998
b8ca5cd7,explore,79,52.294
b98ebec4,query,93,375.555
38b75cdf,explore,22,175.792
34ee03b8,query,26,390.173
b8447d62,query,17,401.402
b8ef90e3,query,39,246.310
37bea6f2,query,68,315.822
3871c9ff,query,116,284.679
38ca5ce9,explore,366,177.737
3711ba7f,welcome,42,18.758
342ebe5e,,11,
b78d617e,welcome,33,28.383
b8bb093a,query,94,453.386
38ec0790,query,147,377.332
34ee03b8,query,17,391.498
b8a5da63,explore,41,135.177
b8b84ca8,explore,400,174.017
b8f4d4c6,welcome,36,35.499
b823c5dd,welcome,15,26.750
378f49a4,welcome,85,24.507
37874df2,query,89,397.863
